Category,Rating,Reviews,Size,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
FINANCE,4.5,166,3.5M,Free,0,Everyone,Finance,"January 7, 2018",2.5,4.0.3 and up
FAMILY,4.0,4607,19M,Free,0,Everyone,Simulation,"March 12, 2018",3,4.0 and up
BOOKS_AND_REFERENCE,4.2,860,13M,Free,0,Everyone,Books & Reference,"July 17, 2018",1.0,4.0.3 and up
EDUCATION,3.8,828,Varies with device,Free,0,Everyone,Education,"October 1, 2017",Varies with device,Varies with device
FAMILY,4.2,3593,19M,Free,0,Everyone,Board;Brain Games,"March 7, 2018",1.4,4.1 and up
MEDICAL,3.5,214,68M,Paid,$33.99,Everyone,Medical,"October 2, 2017",2.1.35,4.0 and up
EDUCATION,4.4,55256,14M,Free,0,Everyone,Education,"June 19, 2018",10.9.1,4.0 and up
PERSONALIZATION,4.7,127,9.5M,Free,0,Everyone,Personalization,"May 4, 2018",8.0,3.0 and up
BUSINESS,,3,2.3M,Free,0,Everyone,Business,"July 16, 2015",2.38,4.0 and up
TRAVEL_AND_LOCAL,,1,22M,Free,0,Everyone,Travel & Local,"August 19, 2017",2.8,4.0 and up
TOOLS,5.0,1,4.5M,Free,0,Everyone,Tools,"November 29, 2017",1.0.16,4.1 and up
PHOTOGRAPHY,4.5,420973,Varies with device,Free,0,Everyone,Photography,"August 2, 2018",Varies with device,Varies with device
HEALTH_AND_FITNESS,5.0,4,15M,Free,0,Everyone,Health & Fitness,"March 23, 2018",7.7.3,4.1 and up
TOOLS,4.6,85496,5.8M,Free,0,Everyone,Tools,"February 14, 2018",1.6.2,4.0.3 and up
GAME,,6,30M,Free,0,Everyone,Music,"May 15, 2018",2.0,4.1 and up
GAME,4.1,140,45M,Free,0,Mature 17+,Card,"May 31, 2017",1.64,4.0.3 and up
SOCIAL,4.0,3677,50M,Free,0,Mature 17+,Social,"June 21, 2018",10.6.3,5.0 and up
SOCIAL,2.9,90,30M,Free,0,Mature 17+,Social,"July 9, 2018",1.0,4.0.3 and up
MAPS_AND_NAVIGATION,4.2,301413,48M,Free,0,Everyone,Maps & Navigation,"August 1, 2018",5.44.1,4.1 and up
GAME,4.3,309176,70M,Free,0,Everyone 10+,Simulation,"August 2, 2018",1.3.15,4.4 and up
LIFESTYLE,4.2,251,5.0M,Free,0,Everyone,Lifestyle,"March 22, 2018",3.3.003,4.1 and up
NEWS_AND_MAGAZINES,,10,2.3M,Free,0,Everyone,News & Magazines,"October 27, 2015",1.2,4.0.3 and up
SOCIAL,,88,4.3M,Free,0,Everyone,Social,"January 24, 2018",1.2,2.1 and up
SHOPPING,4.3,95520,15M,Free,0,Teen,Shopping,"August 3, 2018",5.3.1,4.1 and up
WEATHER,,15,10M,Free,0,Everyone,Weather,"February 20, 2017",1.1.6,4.4 and up
GAME,3.8,469,80M,Free,0,Everyone,Adventure,"May 19, 2017",1.4,4.0 and up
NEWS_AND_MAGAZINES,4.6,413999,10M,Free,0,Teen,News & Magazines,"August 3, 2018",3.53.2,4.1 and up
FAMILY,4.1,435,17M,Free,0,Everyone,Education,"June 21, 2018",3.1.0,4.1 and up
PHOTOGRAPHY,4.0,32896,31M,Free,0,Everyone,Photography,"March 14, 2018",3.3.5,2.3.3 and up
SHOPPING,4.4,25717,Varies with device,Free,0,Teen,Shopping,"July 31, 2018",Varies with device,Varies with device
FAMILY,4.2,4,2.5M,Free,0,Teen,Entertainment,"June 24, 2015",5.1,3.0 and up
HOUSE_AND_HOME,,2,656k,Free,0,Everyone,House & Home,"November 24, 2017",1.3,4.0 and up
BUSINESS,4.6,4159,48M,Free,0,Everyone,Business,"July 20, 2018",6.1.2,4.0.3 and up
SHOPPING,3.4,620,40M,Free,0,Everyone,Shopping,"March 13, 2018",2.2.8,4.1 and up
FAMILY,4.7,30,Varies with device,Paid,$7.49,Everyone,Educational;Education,"May 16, 2018",Varies with device,Varies with device
LIFESTYLE,4.3,246201,Varies with device,Free,0,Everyone,Lifestyle,"July 23, 2018",Varies with device,Varies with device
FAMILY,4.1,321,914k,Free,0,Everyone,Education,"February 14, 2015",1.0,2.2 and up
LIFESTYLE,4.1,47497,34M,Free,0,Everyone,Lifestyle,"June 8, 2018",5.3.0.54.7,5.0 and up
TRAVEL_AND_LOCAL,4.3,2339098,Varies with device,Free,0,Everyone,Travel & Local,"June 18, 2018",9.2.17.13,4.1 and up
GAME,4.6,260651,51M,Free,0,Everyone,Arcade,"February 14, 2018",1.1,4.0 and up
FAMILY,4.4,397147,Varies with device,Free,0,Teen,Entertainment,"August 2, 2018",Varies with device,Varies with device
FAMILY,4.1,200214,18M,Free,0,Everyone,Education,"August 6, 2018",9.12.6,4.0.3 and up
MEDICAL,,10,2.4M,Free,0,Everyone,Medical,"March 14, 2015",1.0,2.3 and up
MEDICAL,4.5,2923,25M,Paid,$24.99,Everyone,Medical,"May 25, 2018",2018.5.47,5.0 and up
FAMILY,4.4,6715,9.5M,Free,0,Mature 17+,Entertainment,"July 20, 2018",2.9.8.1,4.4 and up
PHOTOGRAPHY,,0,7.8M,Free,0,Everyone,Photography,"September 20, 2017",1.0,4.2 and up
PRODUCTIVITY,4.2,133,7.9M,Free,0,Everyone,Productivity,"January 12, 2018",1.0.184,4.2 and up
FAMILY,4.5,472247,Varies with device,Free,0,Everyone,Puzzle,"July 31, 2018",1.5.10,4.1 and up
FAMILY,,2,63M,Free,0,Everyone,Education,"June 18, 2017",1.0.0,4.0 and up
LIFESTYLE,4.7,113,20M,Free,0,Everyone,Lifestyle,"September 30, 2016",3.0.0,4.0 and up
NEWS_AND_MAGAZINES,4.3,978,2.9M,Free,0,Everyone,News & Magazines,"May 12, 2018",1.8.2,4.0.3 and up
GAME,4.5,5849,5.1M,Free,0,Everyone,Trivia,"September 13, 2017",1.2.2_comAds,4.0.3 and up
FAMILY,5.0,1,40M,Paid,$19.99,Everyone,Education,"May 26, 2014",2.47,2.2 and up
GAME,4.1,9898,63M,Free,0,Mature 17+,Action,"February 15, 2018",Varies with device,4.0.3 and up
FINANCE,4.0,36,41M,Paid,$399.99,Everyone,Finance,"June 25, 2018",1.0.2,4.1 and up
GAME,4.6,5419676,96M,Free,0,Everyone,Sports,"June 13, 2018",1.751,4.4 and up
SPORTS,4.9,195,29M,Free,0,Everyone,Sports,"August 1, 2018",2018.8.1,4.4 and up
SHOPPING,4.2,171584,12M,Free,0,Everyone,Shopping,"July 26, 2018",4.9.5,4.2 and up
AUTO_AND_VEHICLES,,2,17M,Paid,$9.99,Everyone,Auto & Vehicles,"June 25, 2018",3.0.0,4.0 and up
FAMILY,4.2,13752,21M,Paid,$9.99,Mature 17+,Strategy,"October 24, 2017",1.7.0,4.0 and up
FAMILY,4.6,124,23M,Free,0,Everyone,Education,"April 17, 2018",1.0.0,3.0 and up
PERSONALIZATION,,1,13M,Free,0,Teen,Personalization,"June 13, 2016",1.0,2.3.3 and up
BUSINESS,3.9,213,2.9M,Free,0,Everyone,Business,"June 9, 2018",1.0,4.0 and up
FAMILY,3.2,3069,18M,Free,0,Teen,Entertainment,"May 24, 2018",3.3.1.41,4.4 and up
HOUSE_AND_HOME,4.5,39123,Varies with device,Free,0,Everyone,House & Home,"August 3, 2018",Varies with device,Varies with device
TOOLS,3.9,27,3.0M,Free,0,Everyone,Tools,"April 26, 2017",1.1.1,4.1 and up
SPORTS,4.5,207,4.5M,Free,0,Everyone,Sports,"November 13, 2017",2.6.0,4.0 and up
LIFESTYLE,4.2,23164,10.0M,Free,0,Mature 17+,Lifestyle,"July 24, 2018",2.6,5.0 and up
PRODUCTIVITY,4.2,145088,24M,Free,0,Everyone,Productivity,"July 23, 2018",4.5.19,4.4 and up
TOOLS,3.8,39,375k,Free,0,Teen,Tools,"October 17, 2014",2.2.1,1.6 and up
GAME,4.5,197979,Varies with device,Free,0,Teen,Card,"August 7, 2018",Varies with device,Varies with device
GAME,4.3,1167143,12M,Free,0,Everyone,Arcade,"September 20, 2017",1.18.35,4.1 and up
FAMILY,3.8,762,4.1M,Free,0,Everyone,Education,"February 1, 2017",2.0,4.0 and up
BEAUTY,4.4,2280,24M,Free,0,Everyone,Beauty,"May 14, 2018",1.1.0,4.0 and up
TOOLS,4.2,5463,6.0M,Free,0,Everyone,Tools,"August 25, 2017",4.0,4.1 and up
HEALTH_AND_FITNESS,5.0,18,13M,Free,0,Everyone,Health & Fitness,"February 6, 2018",1.0.6,4.1 and up
BOOKS_AND_REFERENCE,4.4,47,1.4M,Paid,$3.08,Everyone,Books & Reference,"May 27, 2016",1.22,2.2 and up
PERSONALIZATION,4.1,2645,1.1M,Paid,$0.99,Everyone,Personalization,"December 20, 2015",11.0.0,2.1 and up
SHOPPING,4.2,16966,34M,Free,0,Everyone,Shopping,"July 12, 2018",6.10.0,4.0.3 and up
MEDICAL,5.0,1,27M,Free,0,Everyone,Medical,"April 3, 2017",300000.0.78,4.0.3 and up
PRODUCTIVITY,,0,38M,Free,0,Everyone,Productivity,"June 8, 2018",1.20180531.3,5.0 and up
FOOD_AND_DRINK,3.7,3,27M,Free,0,Everyone,Food & Drink,"March 5, 2018",1.01.03,4.1 and up
TOOLS,4.4,51,2.1M,Free,0,Everyone,Tools,"May 21, 2018",1.5.8,4.0 and up
WEATHER,4.8,892,17M,Free,0,Everyone,Weather,"July 17, 2018",1.1,4.4 and up
TOOLS,4.2,676,5.4M,Free,0,Everyone,Tools,"July 31, 2018",3.0.188,4.0.3 and up
FAMILY,4.3,4551,79M,Free,0,Everyone,Simulation,"December 26, 2017",1.0,2.3 and up
SPORTS,4.2,82882,Varies with device,Free,0,Everyone,Sports,"July 30, 2018",Varies with device,Varies with device
FAMILY,4.3,472584,91M,Free,0,Everyone,Simulation;Action & Adventure,"August 2, 2018",3.2.0h,4.0.3 and up
DATING,4.5,61637,11M,Free,0,Mature 17+,Dating,"July 31, 2018",4.17.2,4.1 and up
GAME,3.4,2218,11M,Free,0,Everyone,Arcade,"October 18, 2017",2.0,4.0 and up
DATING,2.8,80,5.5M,Free,0,Teen,Dating,"November 6, 2017",1.0,4.0.3 and up
TRAVEL_AND_LOCAL,,0,29M,Free,0,Everyone,Travel & Local,"May 20, 2018",1.4,4.4 and up
BUSINESS,3.9,23243,Varies with device,Free,0,Everyone,Business,"June 25, 2018",Varies with device,Varies with device
FAMILY,4.8,38,6.7M,Free,0,Everyone,Entertainment,"June 15, 2018",5.2,4.4 and up
MEDICAL,4.6,5,11M,Free,0,Everyone,Medical,"August 3, 2018",1.0,4.1 and up
PHOTOGRAPHY,4.6,126337,9.6M,Free,0,Everyone,Photography,"March 15, 2017",2.0.5,4.0 and up
EVENTS,4.5,1953,Varies with device,Free,0,Teen,Events,"August 1, 2018",Varies with device,Varies with device
FINANCE,3.9,25205,Varies with device,Free,0,Everyone,Finance,"July 27, 2018",Varies with device,Varies with device
BUSINESS,5.0,2,3.4M,Free,0,Everyone,Business,"June 3, 2017",1.0.1,4.1 and up
PERSONALIZATION,,0,3.9M,Free,0,Everyone,Personalization,"May 6, 2018",2.0,4.0.3 and up
FINANCE,4.3,231,18M,Free,0,Everyone,Finance,"September 15, 2017",4.4.47,4.0.3 and up
FINANCE,,0,10M,Free,0,Everyone,Finance,"July 9, 2018",1.1,4.1 and up
FAMILY,4.1,3863,41M,Paid,$2.99,Everyone,Sports;Action & Adventure,"May 24, 2018",1.1.1,4.1 and up
WEATHER,4.5,3252,3.8M,Free,0,Everyone,Weather,"June 25, 2017",1.2.6,4.1 and up
ENTERTAINMENT,4.6,3771,53M,Paid,$2.99,Mature 17+,Entertainment,"August 3, 2018",4.426,4.1 and up
LIFESTYLE,,8,9.2M,Free,0,Everyone,Lifestyle,"June 12, 2018",4.1,4.1 and up
GAME,4.7,416,16M,Paid,$2.99,Teen,Action,"January 12, 2017",1.0.5,4.0 and up
FOOD_AND_DRINK,4.3,151080,Varies with device,Free,0,Everyone,Food & Drink,"July 27, 2018",Varies with device,Varies with device
GAME,4.1,650114,80M,Free,0,Teen,Action,"July 3, 2018",3.11.0,4.0.3 and up
PRODUCTIVITY,4.0,11,220k,Free,0,Everyone,Productivity,"November 27, 2015",airConditionerMaintenance_13112015,2.3.3 and up
PRODUCTIVITY,,0,33M,Free,0,Everyone,Productivity,"June 25, 2018",1.1.2,4.4W and up
FAMILY,4.3,28151,17M,Free,0,Everyone 10+,Role Playing,"June 4, 2015",1.0.2,2.2 and up
FAMILY,4.8,1304467,68M,Free,0,Everyone,Strategy,"July 27, 2018",2.9,4.1 and up
FAMILY,4.1,133,48M,Free,0,Everyone,Casual,"July 23, 2018",1.0.4,4.0 and up
PRODUCTIVITY,3.4,617,46M,Free,0,Everyone,Productivity,"April 17, 2018",1.5.3,4.1 and up
1.9,19.0,3.0M,"1,000+",0,Everyone,,"February 11, 2018",1.0.19,4.0 and up,
GAME,4.1,29798,80M,Free,0,Mature 17+,Action,"March 6, 2017",5.1.7,2.3 and up
FAMILY,,0,2.4M,Free,0,Everyone,Role Playing,"February 6, 2018",2.03,4.0.3 and up
FAMILY,4.1,51895,22M,Free,0,Everyone,Educational;Brain Games,"June 16, 2018",18.1,4.2 and up
PRODUCTIVITY,,3,26M,Free,0,Everyone,Productivity,"July 9, 2018",1.12,5.0 and up
TRAVEL_AND_LOCAL,4.2,42546,24M,Free,0,Everyone,Travel & Local,"April 25, 2018",7.6.5,4.4 and up
MEDICAL,5.0,4,25M,Free,0,Everyone,Medical,"August 2, 2018",1.0.72,4.0.3 and up
BUSINESS,4.3,23175,41M,Free,0,Everyone,Business,"July 13, 2018",18.7,4.1 and up
COMMUNICATION,4.1,22782,351k,Free,0,Everyone,Communication,"March 25, 2015",4.2.0,2.2 and up
WEATHER,4.2,189313,38M,Free,0,Everyone,Weather,"August 6, 2018",Varies with device,Varies with device
GAME,4.6,32506,82M,Free,0,Everyone,Sports,"June 27, 2018",1.2.1,4.2 and up
PHOTOGRAPHY,4.3,527247,Varies with device,Free,0,Everyone,Photography,"February 1, 2018",1.6.1,Varies with device
VIDEO_PLAYERS,1.9,105,9.1M,Free,0,Everyone,Video Players & Editors,"January 9, 2017",4.0.4,2.3.3 and up
FINANCE,,0,2.9M,Free,0,Everyone,Finance,"July 3, 2018",3.1.10,4.1 and up
BOOKS_AND_REFERENCE,,7,2.3M,Paid,$2.99,Teen,Books & Reference,"April 28, 2018",1.0,4.0.3 and up
FAMILY,3.2,1011,Varies with device,Free,0,Teen,Entertainment,"July 13, 2018",Varies with device,4.1 and up
HEALTH_AND_FITNESS,4.2,1324,4.0M,Free,0,Everyone,Health & Fitness,"January 29, 2018",10.2.0,4.0 and up
TOOLS,4.6,7,3.9M,Free,0,Everyone,Tools,"February 23, 2018",1.283.0037,2.3.3 and up
GAME,4.3,90415,84M,Free,0,Everyone,Arcade,"July 24, 2018",1.0.20,4.1 and up
HEALTH_AND_FITNESS,4.6,1873523,Varies with device,Free,0,Everyone,Health & Fitness,"July 31, 2018",Varies with device,Varies with device
FAMILY,3.9,249,21M,Free,0,Everyone,Casual;Brain Games,"April 10, 2016",1.2.2,2.3 and up
GAME,4.6,2719142,25M,Free,0,Teen,Simulation,"June 11, 2018",1.13.12,4.1 and up
PHOTOGRAPHY,4.2,302,7.0M,Free,0,Everyone,Photography,"June 15, 2017",15|06|17,4.1 and up
SPORTS,3.8,926,7.6M,Free,0,Everyone,Sports,"August 1, 2013",1.0.0,2.2 and up
FOOD_AND_DRINK,4.1,1920,Varies with device,Free,0,Everyone,Food & Drink,"July 31, 2018",Varies with device,Varies with device
GAME,4.4,2975,42M,Paid,$1.99,Everyone,Arcade,"March 7, 2016",1.6,4.0 and up
TOOLS,3.0,262,37M,Free,0,Everyone,Tools,"September 20, 2016",1.0.0,4.0 and up
FAMILY,3.9,60097,19M,Free,0,Everyone,Entertainment;Pretend Play,"February 10, 2018",5.1,4.2 and up
FAMILY,,2,11M,Free,0,Everyone,Education,"July 15, 2018",3.0,4.1 and up
COMMUNICATION,4.5,7820209,Varies with device,Free,0,Everyone,Communication,"August 1, 2018",Varies with device,Varies with device
GAME,3.7,91,24M,Free,0,Everyone,Action,"December 25, 2016",3.2,2.3 and up
FAMILY,4.7,1327,44M,Free,0,Everyone,Education;Education,"May 18, 2017",1.2.2,4.0.3 and up
FAMILY,4.8,33,6.7M,Free,0,Everyone,Education,"January 27, 2017",1.5,4.1 and up
PERSONALIZATION,4.5,52,7.9M,Free,0,Everyone,Personalization,"July 4, 2017",1.0,2.3.3 and up
MEDICAL,,3,62M,Paid,$24.99,Everyone,Medical,"October 5, 2017",1.2,4.0.3 and up
PRODUCTIVITY,4.6,8,7.5M,Free,0,Everyone,Productivity,"July 27, 2018",2.0.7,4.1 and up
PERSONALIZATION,4.2,7435,6.9M,Free,0,Everyone,Personalization,"June 28, 2018",1,4.0.3 and up
LIFESTYLE,5.0,1,1.2M,Paid,$3.04,Everyone,Lifestyle,"May 29, 2016",1.2,2.3 and up
FAMILY,4.0,319777,Varies with device,Free,0,Teen,Entertainment,"August 3, 2018",Varies with device,5.0 and up
GAME,4.5,10256,39M,Free,0,Everyone,Action,"December 11, 2017",2.1.0,4.3 and up
MEDICAL,,1,28M,Free,0,Everyone,Medical,"June 8, 2017",300000.0.84,4.0.3 and up
MEDICAL,4.5,3320,8.3M,Free,0,Everyone,Medical,"February 12, 2018",3.1.1,4.1 and up
BUSINESS,4.8,16,4.5M,Free,0,Everyone,Business,"September 6, 2017",1.0.10,4.1 and up
TOOLS,4.4,2132,103k,Free,0,Everyone,Tools,"July 3, 2013",1.3,2.1 and up
FAMILY,4.5,364013,27M,Free,0,Everyone 10+,Role Playing,"August 6, 2018",14.4.4.00,4.1 and up
PHOTOGRAPHY,4.1,100179,96M,Free,0,Everyone,Photography,"May 17, 2018",2.52,4.0.3 and up
PRODUCTIVITY,4.2,13500,Varies with device,Free,0,Everyone,Productivity,"December 11, 2017",Varies with device,Varies with device
MAPS_AND_NAVIGATION,3.9,139,2.0M,Free,0,Everyone,Maps & Navigation,"July 25, 2018",1.21.0,4.0 and up
NEWS_AND_MAGAZINES,2.6,13,4.3M,Free,0,Everyone,News & Magazines,"November 1, 2016",1.0.3,4.4 and up
FAMILY,4.3,43060,95M,Free,0,Everyone,Action;Action & Adventure,"June 29, 2018",2.8.0,4.0 and up
FAMILY,4.4,74744,60M,Free,0,Everyone,Strategy,"July 26, 2018",1.5.6,4.1 and up
BOOKS_AND_REFERENCE,,1,11M,Paid,$5.99,Everyone,Books & Reference,"September 2, 2015",Android 3.0 - 2015,1.6 and up
GAME,4.7,1115,39M,Free,0,Everyone,Arcade,"July 7, 2017",1.0,4.3 and up
FAMILY,4.4,318867,10M,Free,0,Everyone,Puzzle,"July 6, 2018",26.0,4.0.3 and up
GAME,5.0,11,6.1M,Free,0,Everyone,Arcade,"March 11, 2017",0.1,2.3 and up
PHOTOGRAPHY,4.7,31985,9.1M,Free,0,Everyone,Photography,"August 6, 2018",1.7.14,4.2 and up
DATING,3.3,4631,45M,Free,0,Mature 17+,Dating,"August 4, 2018",5.2.14,5.0 and up
GAME,4.4,1381820,54M,Free,0,Teen,Action,"March 14, 2017",3.1.1,3.0 and up
FOOD_AND_DRINK,4.5,5093,56M,Free,0,Everyone,Food & Drink,"April 10, 2018",1.9.0,4.2 and up
PRODUCTIVITY,5.0,8,22M,Free,0,Everyone,Productivity,"March 6, 2018",1.5,4.4 and up
TOOLS,3.6,216,811k,Free,0,Everyone,Tools,"November 9, 2014",2.0,1.0 and up
GAME,4.3,6143,37M,Free,0,Teen,Casino,"July 25, 2018",Varies with device,4.0.3 and up
FINANCE,4.5,4254,3.2M,Free,0,Everyone,Finance,"August 29, 2017",2.5,4.0 and up
PHOTOGRAPHY,3.9,205,2.4M,Free,0,Everyone,Photography,"July 29, 2017",1.0.5,4.0 and up
SPORTS,4.6,1641,6.2M,Free,0,Everyone,Sports,"August 2, 2018",1.18.34,4.0 and up
PRODUCTIVITY,4.0,319,2.1M,Free,0,Everyone,Productivity,"August 20, 2017",2.0.1,2.3.3 and up
FINANCE,3.6,10697,46M,Free,0,Everyone,Finance,"July 18, 2018",3.22.1,4.1 and up
VIDEO_PLAYERS,4.4,38630,89M,Free,0,Everyone,Video Players & Editors,"August 5, 2018",2.1.6,4.4 and up
SHOPPING,3.6,8820,33M,Free,0,Everyone,Shopping,"July 25, 2018",3.0.5,4.0.3 and up
SOCIAL,4.5,313633,Varies with device,Free,0,Teen,Social,"July 25, 2018",Varies with device,Varies with device
BOOKS_AND_REFERENCE,4.1,52312,11M,Free,0,Teen,Books & Reference,"May 19, 2018",5.3.4,4.4 and up
HOUSE_AND_HOME,4.6,36857,19M,Free,0,Everyone,House & Home,"July 25, 2018",220.0,5.0 and up
VIDEO_PLAYERS,4.1,1276,4.6M,Free,0,Everyone,Video Players & Editors,"December 14, 2017",1.0,4.4 and up
NEWS_AND_MAGAZINES,,1,6.3M,Free,0,Everyone,News & Magazines,"July 2, 2018",1.0,4.1 and up
GAME,,0,Varies with device,Paid,$0.99,Everyone,Arcade,"July 31, 2017",1.1,4.1 and up
MEDICAL,4.3,168,5.8M,Free,0,Everyone,Medical,"January 29, 2018",2.7.38,4.1 and up
PHOTOGRAPHY,4.5,462702,45M,Free,0,Everyone,Photography,"August 1, 2018",8.1.0.6,4.3 and up
PERSONALIZATION,,8,20M,Free,0,Everyone,Personalization,"January 6, 2018",2.6,4.1 and up
FAMILY,3.8,12414,13M,Free,0,Everyone,Entertainment,"August 4, 2017",1.0.0,4.1 and up
SHOPPING,4.0,15867,Varies with device,Free,0,Everyone,Shopping,"August 6, 2018",Varies with device,4.0.3 and up
FAMILY,3.9,3847,4.3M,Free,0,Everyone,Puzzle,"January 3, 2018",1.05,4.1 and up
PHOTOGRAPHY,4.6,8,9.0M,Free,0,Everyone,Photography,"December 4, 2016",1.0,2.3 and up
AUTO_AND_VEHICLES,4.0,5,34M,Free,0,Everyone,Auto & Vehicles,"July 30, 2018",2.8,2.3.3 and up
FAMILY,4.6,584070,24M,Free,0,Everyone 10+,Strategy,"July 18, 2018",1.4.1,4.1 and up
FAMILY,4.5,355613,59M,Free,0,Teen,Role Playing,"August 2, 2018",1.21.2,4.4 and up
FAMILY,4.3,131,5.4M,Free,0,Everyone,Entertainment,"November 29, 2017",1.2.1,4.1 and up
MAPS_AND_NAVIGATION,3.4,1147,19M,Free,0,Everyone,Maps & Navigation,"May 28, 2018",1.0.3.8,4.0.3 and up
HEALTH_AND_FITNESS,4.4,708710,Varies with device,Free,0,Everyone,Health & Fitness,"July 12, 2018",2.17.0,4.4 and up
VIDEO_PLAYERS,3.9,244,Varies with device,Free,0,Everyone,Video Players & Editors,"June 23, 2016",Varies with device,Varies with device
SPORTS,4.9,15883,21M,Free,0,Everyone,Sports,"June 19, 2018",2.6.0,4.0.3 and up
TOOLS,3.6,11187,7.3M,Free,0,Everyone,Tools,"March 17, 2017",V1.7.6,4.0 and up
ART_AND_DESIGN,4.4,295221,Varies with device,Free,0,Everyone,Art & Design,"July 30, 2018",Varies with device,Varies with device
SOCIAL,3.2,185,4.7M,Free,0,Teen,Social,"October 20, 2017",1.0.1,4.1 and up
PERSONALIZATION,4.3,5413,3.9M,Free,0,Everyone,Personalization,"July 28, 2018",3.3.a,4.0 and up
PHOTOGRAPHY,2.9,66,8.9M,Free,0,Everyone,Photography,"November 16, 2016",1.0.2,2.2 and up
LIFESTYLE,3.7,6667,2.7M,Free,0,Everyone,Lifestyle,"April 2, 2018",2.4.2,4.0 and up
TOOLS,,0,13M,Free,0,Everyone,Tools,"November 6, 2017",1.1.4,4.1 and up
TOOLS,4.5,1916,364k,Free,0,Everyone,Tools,"December 31, 2015",1.8.8,2.1 and up
BUSINESS,,2,6.7M,Free,0,Everyone,Business,"June 4, 2015",2.00.0.3,4.0.3 and up
MEDICAL,4.2,6,29M,Free,0,Everyone,Medical,"June 20, 2018",1.0,2.3 and up
GAME,4.2,41089,42M,Free,0,Teen,Action,"July 25, 2018",2.7,4.1 and up
FAMILY,4.1,1143,15M,Paid,$2.99,Everyone 10+,Casual,"May 21, 2013",1.0,2.0.1 and up
HEALTH_AND_FITNESS,4.2,13799,Varies with device,Free,0,Teen,Health & Fitness,"July 31, 2018",Varies with device,Varies with device
FINANCE,4.3,24729,32M,Free,0,Everyone,Finance,"August 3, 2018",6.7.0,5.0 and up
PHOTOGRAPHY,4.1,5485,13M,Free,0,Everyone,Photography,"April 28, 2016",1.2.3,3.2 and up
BUSINESS,4.0,6,3.5M,Free,0,Everyone,Business,"May 14, 2018",1.1.2,5.0 and up
GAME,4.5,27722264,76M,Free,0,Everyone 10+,Arcade,"July 12, 2018",1.90.0,4.1 and up
SOCIAL,4.1,6388,Varies with device,Free,0,Teen,Social,"December 5, 2017",Varies with device,Varies with device
SPORTS,4.6,200,3.0M,Paid,$2.49,Everyone,Sports,"August 2, 2018",3.9.1,5.0 and up
NEWS_AND_MAGAZINES,5.0,3,Varies with device,Free,0,Everyone,News & Magazines,"May 29, 2016",700,4.0 and up
MAPS_AND_NAVIGATION,4.3,14110,6.8M,Free,0,Everyone,Maps & Navigation,"July 24, 2018",4.3,5.0 and up
BUSINESS,4.3,674730,Varies with device,Free,0,Everyone,Business,"May 21, 2018",Varies with device,Varies with device
FAMILY,4.5,4450890,67M,Free,0,Everyone 10+,Adventure;Action & Adventure,"July 31, 2018",2.347.225742,4.1 and up
DATING,4.4,12632,29M,Free,0,Mature 17+,Dating,"July 27, 2018",3.5.0.1,4.1 and up
GAME,4.5,2,7.8M,Paid,$1.99,Everyone,Arcade,"November 13, 2015",1.0,2.3 and up
PHOTOGRAPHY,4.4,1490732,21M,Free,0,Everyone,Photography,"July 19, 2018",4.8.4,4.1 and up
BUSINESS,4.0,6989,Varies with device,Free,0,Everyone,Business,"July 16, 2018",4.3.0.508,4.4 and up
FAMILY,3.9,6903,25M,Free,0,Everyone,Educational;Pretend Play,"January 31, 2018",2.0.7,2.3 and up
FAMILY,5.0,2,2.6M,Free,0,Everyone,Education,"July 22, 2017",1.0,3.2 and up
PHOTOGRAPHY,3.6,2526,Varies with device,Free,0,Everyone,Photography,"July 2, 2018",Varies with device,Varies with device
COMMUNICATION,,6,2.7M,Free,0,Everyone,Communication,"July 5, 2016",1.0,1.6 and up
SPORTS,,0,26M,Free,0,Everyone,Sports,"March 18, 2018",2.0,4.1 and up
PERSONALIZATION,4.3,266401,Varies with device,Free,0,Everyone,Personalization,"August 4, 2018",Varies with device,Varies with device
FAMILY,4.2,636,4.0M,Free,0,Everyone,Casual,"June 21, 2018",1.21,4.0.3 and up
HEALTH_AND_FITNESS,4.5,9116,4.0M,Free,0,Everyone,Health & Fitness,"July 30, 2018",1.1.22,4.1 and up
TOOLS,,0,35M,Free,0,Everyone,Tools,"July 31, 2018",2.1.4,4.0.3 and up
PERSONALIZATION,4.6,644,59M,Free,0,Everyone,Personalization,"April 30, 2017",Version 1.20,4.4 and up
DATING,4.0,187,19M,Free,0,Mature 17+,Dating,"July 26, 2018",1.17,4.2 and up
SHOPPING,4.4,2788923,Varies with device,Free,0,Teen,Shopping,"July 30, 2018",Varies with device,Varies with device
PHOTOGRAPHY,,0,8.4M,Free,0,Everyone,Photography,"July 23, 2018",1.2,4.1 and up
PHOTOGRAPHY,2.6,8,2.4M,Free,0,Everyone,Photography,"November 21, 2017",1.0,4.1 and up
SPORTS,,0,26M,Free,0,Everyone,Sports,"April 23, 2018",1.0,4.1 and up
PRODUCTIVITY,4.3,3249518,50M,Free,0,Everyone,Productivity,"August 2, 2018",2.2.194,4.4 and up
DATING,3.9,742,26M,Free,0,Mature 17+,Dating,"April 7, 2018",5.3.3.13289,4.0.3 and up
FAMILY,4.5,74,2.8M,Free,0,Everyone,Entertainment,"November 22, 2017",2.0,4.0.3 and up
